,DC_Healthy,DC_Severe,Epithelial_2_Healthy,Epithelial_2_Severe
LINC02116,NaN,NaN,NaN,NaN
LINC02117,NaN,NaN,NaN,NaN
LINC02118,NaN,NaN,NaN,NaN
LINC02119,NaN,NaN,NaN,NaN
LINC02120,NaN,NaN,NaN,NaN
LINC02121,NaN,NaN,NaN,NaN
LINC02122,NaN,NaN,NaN,NaN
LINC02123,NaN,NaN,NaN,NaN
LINC02124,NaN,NaN,NaN,NaN
LINC02125,NaN,NaN,NaN,NaN
LINC02126,NaN,NaN,NaN,NaN
LINC02127,NaN,NaN,NaN,NaN
LINC02128,NaN,NaN,NaN,NaN
LINC02129,NaN,NaN,NaN,NaN
LINC02130,NaN,NaN,NaN,NaN
LINC02131,NaN,NaN,NaN,NaN
LINC02132,NaN,NaN,NaN,NaN
LINC02133,NaN,NaN,NaN,NaN
LINC02134,NaN,NaN,NaN,NaN
LINC02135,NaN,NaN,NaN,NaN
LINC02136,NaN,NaN,NaN,NaN
LINC02137,NaN,NaN,NaN,NaN
LINC02138,NaN,NaN,NaN,NaN
LINC02139,NaN,NaN,NaN,NaN
LINC02140,NaN,NaN,NaN,NaN
LINC02141,NaN,NaN,NaN,NaN
LINC02142,NaN,NaN,NaN,NaN
LINC02143,NaN,NaN,NaN,NaN
LINC02144,NaN,NaN,NaN,NaN
LINC02145,NaN,NaN,NaN,NaN
LINC02146,NaN,NaN,NaN,NaN
LINC02147,NaN,NaN,NaN,NaN
LINC02148,NaN,NaN,NaN,NaN
LINC02149,NaN,NaN,NaN,NaN
LINC02150,NaN,NaN,NaN,NaN
LINC02151,NaN,NaN,NaN,NaN
LINC02152,NaN,NaN,NaN,NaN
LINC02153,NaN,NaN,NaN,NaN
LINC02154,NaN,NaN,NaN,NaN
LINC02155,NaN,NaN,NaN,NaN
LINC02156,NaN,NaN,NaN,NaN
LINC02157,NaN,NaN,NaN,NaN
LINC02158,NaN,NaN,NaN,NaN
LINC02159,NaN,NaN,NaN,NaN
LINC02160,NaN,NaN,NaN,NaN
LINC02161,NaN,NaN,NaN,NaN
LINC02162,NaN,NaN,NaN,NaN
LINC02163,NaN,NaN,NaN,NaN
LINC02164,NaN,NaN,NaN,NaN
LINC02165,NaN,NaN,NaN,NaN
LINC02166,NaN,NaN,NaN,NaN
LINC02167,NaN,NaN,NaN,NaN
LINC02168,NaN,NaN,NaN,NaN
LINC02169,NaN,NaN,NaN,NaN
LINC02170,NaN,NaN,NaN,NaN
LINC02171,NaN,NaN,NaN,NaN
LINC02172,NaN,NaN,NaN,NaN
LINC02173,NaN,NaN,NaN,NaN
LINC02174,NaN,NaN,NaN,NaN
LINC02175,NaN,NaN,NaN,NaN
LINC02176,NaN,NaN,NaN,NaN
LINC02177,NaN,NaN,NaN,NaN
LINC02178,NaN,NaN,NaN,NaN
LINC02179,NaN,NaN,NaN,NaN
LINC02180,NaN,NaN,NaN,NaN
LINC02181,NaN,NaN,NaN,NaN
LINC02182,NaN,NaN,NaN,NaN
LINC02183,NaN,NaN,NaN,NaN
LINC02184,NaN,NaN,NaN,NaN
LINC02185,NaN,NaN,NaN,NaN
LINC02186,NaN,NaN,NaN,NaN
LINC02188,NaN,NaN,NaN,NaN
LINC02189,NaN,NaN,NaN,NaN
LINC02190,NaN,NaN,NaN,NaN
LINC02191,NaN,NaN,NaN,NaN
LINC02192,NaN,NaN,NaN,NaN
LINC02193,NaN,NaN,NaN,NaN
LINC02195,NaN,NaN,NaN,NaN
LINC02196,NaN,NaN,NaN,NaN
LINC02197,NaN,NaN,NaN,NaN
LINC02198,NaN,NaN,NaN,NaN
LINC02199,NaN,NaN,NaN,NaN
LINC02200,NaN,NaN,NaN,NaN
LINC02201,NaN,NaN,NaN,NaN
LINC02202,NaN,NaN,NaN,NaN
LINC02203,NaN,NaN,NaN,NaN
LINC02203.1,NaN,NaN,NaN,NaN
LINC02204,NaN,NaN,NaN,NaN
LINC02205,NaN,NaN,NaN,NaN
LINC02206,4.63689862,NaN,NaN,NaN
LINC02207,NaN,NaN,NaN,NaN
LINC02208,NaN,NaN,NaN,NaN
LINC02209,NaN,NaN,NaN,NaN
LINC02210-CRHR1,NaN,NaN,NaN,NaN
LINC02211,NaN,NaN,NaN,NaN
LINC02212,NaN,NaN,NaN,NaN
LINC02213,NaN,NaN,NaN,NaN
LINC02214,NaN,NaN,NaN,NaN
LINC02215,NaN,NaN,NaN,NaN
LINC02216,NaN,NaN,NaN,NaN
LINC02217,NaN,NaN,NaN,NaN
LINC02218,NaN,NaN,NaN,NaN
LINC02219,NaN,NaN,NaN,NaN
LINC02220,NaN,NaN,NaN,NaN
LINC02221,NaN,NaN,NaN,NaN
LINC02222,NaN,NaN,NaN,NaN
LINC02223,NaN,NaN,NaN,NaN
LINC02224,NaN,NaN,NaN,NaN
LINC02225,NaN,NaN,NaN,NaN
LINC02226,NaN,NaN,NaN,NaN
LINC02227,NaN,NaN,NaN,NaN
LINC02228,NaN,NaN,NaN,NaN
LINC02229,NaN,NaN,NaN,NaN
LINC02230,NaN,NaN,NaN,NaN
LINC02231,NaN,NaN,NaN,NaN
LINC02232,NaN,NaN,NaN,NaN
LINC02233,NaN,NaN,NaN,NaN
LINC02234,NaN,NaN,NaN,NaN
LINC02235,NaN,NaN,NaN,NaN
LINC02236,NaN,NaN,NaN,NaN
LINC02237,NaN,NaN,NaN,NaN
LINC02238,NaN,NaN,NaN,NaN
LINC02239,NaN,NaN,NaN,NaN
LINC02240,NaN,NaN,NaN,NaN
LINC02241,NaN,NaN,NaN,NaN
LINC02242,NaN,NaN,NaN,NaN
LINC02243,NaN,NaN,NaN,NaN
LINC02245,NaN,NaN,NaN,NaN
LINC02246,NaN,NaN,NaN,NaN
LINC02247,NaN,NaN,NaN,NaN
LINC02248,NaN,NaN,NaN,NaN
LINC02249,NaN,NaN,NaN,NaN
LINC02250,NaN,NaN,NaN,NaN
LINC02251,NaN,NaN,NaN,NaN
LINC02252,NaN,NaN,NaN,NaN
LINC02253,NaN,NaN,NaN,NaN
LINC02254,NaN,NaN,NaN,NaN
LINC02255,NaN,NaN,NaN,NaN
LINC02256,NaN,NaN,NaN,NaN
LINC02257,NaN,NaN,NaN,NaN
LINC02258,NaN,NaN,NaN,NaN
LINC02259,NaN,NaN,NaN,NaN
LINC02260,NaN,NaN,NaN,NaN
LINC02261,NaN,NaN,NaN,NaN
LINC02262,NaN,NaN,NaN,NaN
LINC02263,NaN,NaN,NaN,NaN
LINC02264,NaN,NaN,NaN,NaN
LINC02265,NaN,NaN,NaN,NaN
LINC02266,NaN,NaN,NaN,NaN
LINC02267,NaN,NaN,NaN,NaN
LINC02268,NaN,NaN,NaN,NaN
LINC02269,NaN,NaN,NaN,NaN
LINC02270,NaN,NaN,NaN,NaN
LINC02271,NaN,NaN,NaN,NaN
LINC02272,NaN,NaN,NaN,NaN
LINC02273,NaN,NaN,NaN,NaN
LINC02274,NaN,NaN,NaN,NaN
LINC02275,NaN,NaN,NaN,NaN
LINC02276,NaN,NaN,NaN,NaN
LINC02277,NaN,NaN,NaN,NaN
LINC02278,NaN,NaN,NaN,NaN
LINC02279,NaN,NaN,NaN,NaN
LINC02280,NaN,NaN,NaN,NaN
LINC02281,NaN,NaN,NaN,NaN
LINC02282,NaN,NaN,NaN,NaN
LINC02283,NaN,NaN,NaN,NaN
LINC02284,NaN,NaN,NaN,NaN
LINC02285,NaN,NaN,NaN,NaN
LINC02286,NaN,NaN,NaN,NaN
LINC02287,NaN,NaN,NaN,NaN
LINC02288,NaN,NaN,NaN,NaN
LINC02289,NaN,NaN,NaN,NaN
LINC02290,NaN,NaN,NaN,NaN
LINC02291,NaN,NaN,NaN,NaN
LINC02292,NaN,NaN,NaN,NaN
LINC02293,NaN,NaN,NaN,NaN
LINC02294,NaN,NaN,NaN,NaN
LINC02295,NaN,NaN,NaN,NaN
LINC02296,NaN,NaN,NaN,NaN
LINC02297,NaN,NaN,NaN,NaN
LINC02298,NaN,NaN,NaN,NaN
LINC02299,NaN,NaN,NaN,NaN
LINC02300,NaN,NaN,NaN,NaN
LINC02301,NaN,NaN,NaN,NaN
LINC02302,NaN,NaN,NaN,NaN
LINC02303,NaN,NaN,NaN,NaN
LINC02304,NaN,NaN,NaN,NaN
LINC02305,NaN,NaN,NaN,NaN
LINC02306,NaN,NaN,NaN,NaN
LINC02307,NaN,NaN,NaN,NaN
LINC02308,NaN,NaN,NaN,NaN
LINC02309,NaN,NaN,NaN,NaN
LINC02310,NaN,NaN,NaN,NaN
LINC02311,NaN,NaN,NaN,NaN
LINC02312,NaN,NaN,NaN,NaN
LINC02313,NaN,NaN,NaN,NaN
LINC02314,NaN,NaN,NaN,NaN
LINC02315,NaN,NaN,NaN,NaN
LINC02316,NaN,NaN,NaN,NaN
LINC02317,NaN,NaN,NaN,NaN
LINC02318,NaN,NaN,NaN,NaN
LINC02319,NaN,NaN,NaN,NaN
LINC02320,NaN,NaN,NaN,NaN
LINC02321,NaN,NaN,NaN,NaN
LINC02322,NaN,NaN,NaN,NaN
LINC02323,NaN,NaN,NaN,NaN
LINC02324,NaN,NaN,NaN,NaN
LINC02325,NaN,NaN,NaN,NaN
LINC02326,NaN,NaN,NaN,NaN
LINC02327,NaN,NaN,NaN,NaN
LINC02328,NaN,NaN,NaN,NaN
LINC02329,NaN,NaN,NaN,NaN
LINC02330,NaN,NaN,NaN,NaN
LINC02331,NaN,NaN,NaN,NaN
LINC02332,NaN,NaN,NaN,NaN
LINC02333,NaN,NaN,NaN,NaN
LINC02334,NaN,NaN,NaN,NaN
LINC02335,NaN,NaN,NaN,NaN
LINC02336,NaN,NaN,NaN,NaN
LINC02337,NaN,NaN,NaN,NaN
LINC02338,NaN,NaN,NaN,NaN
LINC02339,NaN,NaN,NaN,NaN
LINC02340,NaN,NaN,NaN,NaN
LINC02341,NaN,NaN,NaN,NaN
LINC02342,NaN,NaN,NaN,NaN
LINC02343,NaN,NaN,NaN,NaN
LINC02344,NaN,NaN,NaN,NaN
LINC02345,NaN,NaN,NaN,NaN
LINC02346,NaN,NaN,NaN,NaN
LINC02347,NaN,NaN,NaN,NaN
LINC02348,NaN,NaN,NaN,NaN
LINC02349,NaN,NaN,NaN,NaN
LINC02351,NaN,NaN,NaN,NaN
LINC02352,NaN,NaN,NaN,NaN
LINC02353,NaN,NaN,NaN,NaN
LINC02354,NaN,NaN,NaN,NaN
LINC02355,NaN,NaN,NaN,NaN
LINC02356,NaN,NaN,NaN,NaN
LINC02357,NaN,NaN,NaN,NaN
LINC02358,NaN,NaN,NaN,NaN
LINC02359,NaN,NaN,NaN,NaN
LINC02360,NaN,NaN,NaN,NaN
LINC02361,NaN,NaN,NaN,NaN
LINC02362,NaN,NaN,NaN,NaN
LINC02363,NaN,NaN,NaN,NaN
LINC02364,NaN,NaN,NaN,NaN
LINC02365,NaN,NaN,NaN,NaN
LINC02366,NaN,NaN,NaN,NaN
LINC02367,NaN,NaN,NaN,NaN
LINC02368,NaN,NaN,NaN,NaN
LINC02369,NaN,NaN,NaN,NaN
LINC02370,NaN,NaN,NaN,NaN
LINC02371,NaN,NaN,NaN,NaN
LINC02372,NaN,NaN,NaN,NaN
LINC02373,NaN,NaN,NaN,NaN
LINC02374,NaN,NaN,NaN,NaN
LINC02375,NaN,NaN,NaN,NaN
LINC02376,NaN,NaN,NaN,NaN
LINC02377,NaN,NaN,NaN,NaN
LINC02378,NaN,NaN,NaN,NaN
LINC02379,NaN,NaN,NaN,NaN
LINC02380,NaN,NaN,NaN,NaN
LINC02381,3.135796335,NaN,NaN,NaN
LINC02382,NaN,NaN,NaN,NaN
LINC02383,NaN,NaN,NaN,NaN
LINC02384,NaN,NaN,NaN,NaN
LINC02385,NaN,NaN,NaN,NaN
LINC02386,NaN,NaN,NaN,NaN
LINC02387,NaN,NaN,NaN,NaN
LINC02388,NaN,NaN,NaN,NaN
LINC02389,NaN,NaN,NaN,NaN
LINC02390,NaN,NaN,NaN,NaN
LINC02391,NaN,NaN,NaN,NaN
LINC02392,NaN,NaN,NaN,NaN
LINC02393,NaN,NaN,NaN,NaN
LINC02394,NaN,NaN,NaN,NaN
LINC02395,NaN,NaN,NaN,NaN
LINC02396,NaN,NaN,NaN,NaN
LINC02397,NaN,NaN,NaN,NaN
LINC02398,NaN,NaN,NaN,NaN
LINC02399,NaN,NaN,NaN,NaN
LINC02400,NaN,NaN,NaN,NaN
LINC02401,NaN,NaN,NaN,NaN
LINC02402,NaN,NaN,NaN,NaN
LINC02403,NaN,NaN,NaN,NaN
LINC02404,NaN,NaN,NaN,NaN
LINC02405,NaN,NaN,NaN,NaN
LINC02406,NaN,NaN,NaN,NaN
LINC02407,NaN,NaN,NaN,NaN
LINC02408,NaN,NaN,NaN,NaN
LINC02409,NaN,NaN,NaN,NaN
LINC02410,NaN,NaN,NaN,NaN
LINC02411,NaN,NaN,NaN,NaN
LINC02412,NaN,NaN,NaN,NaN
LINC02413,NaN,NaN,NaN,NaN
LINC02414,NaN,NaN,NaN,NaN
LINC02415,NaN,NaN,NaN,NaN
LINC02416,NaN,NaN,NaN,NaN
LINC02417,NaN,NaN,NaN,NaN
LINC02418,NaN,NaN,NaN,NaN
LINC02419,NaN,NaN,NaN,NaN
LINC02420,NaN,NaN,NaN,NaN
LINC02421,NaN,NaN,NaN,NaN
LINC02422,NaN,NaN,NaN,NaN
LINC02423,NaN,NaN,NaN,NaN
LINC02424,NaN,NaN,NaN,NaN
LINC02425,NaN,NaN,NaN,NaN
LINC02426,NaN,NaN,NaN,NaN
LINC02427,NaN,NaN,NaN,NaN
LINC02428,NaN,NaN,NaN,NaN
LINC02429,NaN,NaN,NaN,NaN
LINC02430,NaN,NaN,NaN,NaN
LINC02431,NaN,NaN,NaN,NaN
LINC02432,NaN,NaN,NaN,NaN
LINC02433,NaN,NaN,NaN,NaN
LINC02434,NaN,NaN,NaN,NaN
LINC02435,NaN,NaN,NaN,NaN
LINC02436,NaN,NaN,NaN,NaN
LINC02437,NaN,NaN,NaN,NaN
LINC02438,NaN,NaN,NaN,NaN
LINC02439,NaN,NaN,NaN,NaN
LINC02440,NaN,NaN,NaN,NaN
LINC02441,NaN,NaN,NaN,NaN
LINC02442,NaN,NaN,NaN,NaN
LINC02443,NaN,NaN,NaN,NaN
LINC02444,NaN,NaN,NaN,NaN
LINC02445,NaN,NaN,NaN,NaN
LINC02446,NaN,NaN,NaN,NaN
LINC02447,NaN,NaN,NaN,NaN
LINC02448,NaN,NaN,NaN,NaN
LINC02449,NaN,NaN,NaN,NaN
LINC02450,NaN,NaN,NaN,NaN
LINC02451,NaN,NaN,NaN,NaN
LINC02452,NaN,NaN,NaN,NaN
LINC02453,NaN,NaN,NaN,NaN
LINC02454,NaN,NaN,NaN,NaN
LINC02455,NaN,NaN,NaN,NaN
LINC02456,NaN,NaN,NaN,NaN
LINC02457,NaN,NaN,NaN,NaN
LINC02458,NaN,NaN,NaN,NaN
LINC02459,NaN,NaN,NaN,NaN
LINC02460,NaN,NaN,NaN,NaN
LINC02461,NaN,NaN,NaN,NaN
LINC02462,NaN,NaN,NaN,NaN
LINC02463,NaN,NaN,NaN,NaN
LINC02464,NaN,NaN,NaN,NaN
LINC02465,NaN,NaN,NaN,NaN
LINC02466,NaN,NaN,NaN,NaN
LINC02468,NaN,NaN,NaN,NaN
LINC02469,NaN,NaN,NaN,NaN
LINC02470,NaN,NaN,NaN,NaN
LINC02471,NaN,NaN,NaN,NaN
LINC02472,NaN,NaN,NaN,NaN
LINC02473,NaN,NaN,NaN,NaN
LINC02474,NaN,NaN,NaN,NaN
LINC02475,NaN,NaN,NaN,NaN
LINC02476,NaN,NaN,NaN,NaN
LINC02477,NaN,NaN,NaN,NaN
LINC02478,NaN,NaN,NaN,NaN
LINC02479,NaN,NaN,NaN,NaN
LINC02480,NaN,NaN,NaN,NaN
LINC02482,NaN,NaN,NaN,4.073004706
LINC02483,NaN,NaN,NaN,NaN
LINC02484,NaN,NaN,NaN,NaN
LINC02485,NaN,NaN,NaN,NaN
LINC02487,NaN,NaN,NaN,NaN
LINC02488,NaN,NaN,NaN,NaN
LINC02489,NaN,NaN,NaN,NaN
LINC02490,NaN,NaN,NaN,NaN
LINC02491,NaN,NaN,NaN,NaN
LINC02492,NaN,NaN,NaN,NaN
LINC02493,NaN,NaN,NaN,NaN
LINC02494,NaN,NaN,NaN,NaN
LINC02496,NaN,NaN,NaN,NaN
LINC02497,NaN,NaN,NaN,NaN
LINC02498,NaN,NaN,NaN,NaN
LINC02499,NaN,NaN,NaN,NaN
LINC02500,NaN,NaN,NaN,NaN
LINC02501,NaN,NaN,NaN,NaN
LINC02502,NaN,NaN,NaN,NaN
LINC02503,NaN,NaN,NaN,NaN
LINC02504,NaN,NaN,NaN,NaN
LINC02505,NaN,NaN,NaN,NaN
LINC02506,NaN,NaN,NaN,NaN
LINC02507,NaN,NaN,NaN,NaN
LINC02508,NaN,NaN,NaN,NaN
LINC02509,NaN,NaN,NaN,NaN
LINC02510,NaN,NaN,NaN,NaN
LINC02511,NaN,NaN,NaN,NaN
LINC02512,NaN,NaN,NaN,NaN
LINC02513,NaN,NaN,NaN,NaN
LINC02514,NaN,NaN,NaN,NaN
LINC02515,NaN,NaN,NaN,NaN
LINC02516,NaN,NaN,NaN,NaN
LINC02517,NaN,NaN,NaN,NaN
LINC02518,NaN,NaN,NaN,NaN
LINC02519,NaN,NaN,NaN,NaN
LINC02520,NaN,NaN,NaN,NaN
LINC02521,NaN,NaN,NaN,NaN
LINC02522,NaN,NaN,NaN,NaN
LINC02523,NaN,NaN,NaN,NaN
LINC02525,NaN,NaN,NaN,NaN
LINC02526,NaN,NaN,NaN,NaN
LINC02527,NaN,NaN,NaN,NaN
LINC02528,NaN,NaN,NaN,NaN
LINC02529,NaN,NaN,NaN,NaN
LINC02530,NaN,NaN,NaN,NaN
LINC02531,NaN,NaN,NaN,NaN
LINC02532,NaN,NaN,NaN,NaN
LINC02533,NaN,NaN,NaN,NaN
LINC02534,NaN,NaN,NaN,NaN
LINC02535,NaN,NaN,NaN,NaN
LINC02536,NaN,NaN,NaN,NaN
LINC02537,NaN,NaN,NaN,NaN
LINC02538,NaN,NaN,NaN,NaN
LINC02539,NaN,NaN,NaN,NaN
LINC02540,NaN,NaN,NaN,NaN
LINC02541,NaN,NaN,NaN,NaN
LINC02542,NaN,NaN,NaN,NaN
LINC02543,NaN,NaN,NaN,NaN
LINC02544,NaN,NaN,NaN,NaN
LINC02545,NaN,NaN,NaN,NaN
LINC02546,NaN,NaN,NaN,NaN
LINC02547,NaN,NaN,NaN,NaN
LINC02548,NaN,NaN,NaN,NaN
LINC02549,NaN,NaN,NaN,NaN
LINC02550,NaN,NaN,NaN,NaN
LINC02551,NaN,NaN,NaN,NaN
LINC02552,NaN,NaN,NaN,NaN
LINC02553,NaN,NaN,NaN,NaN
LINC02554,NaN,NaN,NaN,NaN
LINC02555,NaN,NaN,NaN,NaN
LINC02556,NaN,NaN,NaN,NaN
LINC02557,NaN,NaN,NaN,NaN
LINC02558,NaN,NaN,NaN,NaN
LINC02559,NaN,NaN,NaN,NaN
LINC02560,NaN,NaN,NaN,NaN
LINC02561,NaN,NaN,NaN,NaN
LINC02562,NaN,NaN,NaN,NaN
LINC02563,NaN,NaN,NaN,NaN
LINC02564,NaN,NaN,NaN,NaN
LINC02565,NaN,NaN,NaN,NaN
LINC02567,NaN,NaN,NaN,NaN
LINC02568,NaN,NaN,NaN,NaN
LINC02569,NaN,NaN,NaN,NaN
LINC02570,NaN,NaN,NaN,NaN
LINC02571,NaN,NaN,NaN,NaN
LINC02572,NaN,NaN,NaN,NaN
LINC02573,NaN,NaN,NaN,NaN
LINC02574,NaN,NaN,NaN,NaN
LINC02575,NaN,NaN,NaN,NaN
LINC02576,NaN,NaN,NaN,NaN
LINC02577,NaN,NaN,NaN,NaN
LINC02578,NaN,NaN,NaN,NaN
LINC02579,NaN,NaN,NaN,NaN
LINC02580,NaN,NaN,NaN,NaN
LINC02583,NaN,NaN,NaN,NaN
LINC02584,NaN,NaN,NaN,NaN
LINC02585,NaN,NaN,NaN,NaN
LINC02586,NaN,NaN,NaN,NaN
LINC02587,NaN,NaN,NaN,NaN
LINC02588,NaN,NaN,NaN,NaN
LINC02590,NaN,NaN,NaN,NaN
LINC2194,NaN,NaN,NaN,NaN
LINCMD1,NaN,NaN,NaN,NaN
LINGO1,NaN,NaN,NaN,NaN
LINGO1-AS1,NaN,NaN,NaN,NaN
LINGO1-AS2,NaN,NaN,NaN,NaN
LINGO2,NaN,NaN,NaN,NaN
LINGO3,NaN,NaN,NaN,NaN
LINGO4,NaN,NaN,NaN,NaN
LINP1,NaN,NaN,NaN,NaN
LIPA,4.779010189,3.926231667,NaN,NaN
LIPC,NaN,NaN,NaN,NaN
LIPC-AS1,NaN,NaN,NaN,NaN
LIPE,NaN,NaN,NaN,NaN
LIPE-AS1,NaN,NaN,NaN,NaN
LIPF,NaN,NaN,NaN,NaN
LIPG,NaN,NaN,NaN,NaN
LIPH,NaN,NaN,NaN,NaN
LIPI,NaN,NaN,NaN,NaN
LIPJ,NaN,NaN,NaN,NaN
LIPK,NaN,NaN,NaN,NaN
LIPM,NaN,NaN,NaN,NaN
LIPN,NaN,NaN,NaN,NaN
LIPT1,2.072362018,NaN,NaN,NaN
LIPT2,NaN,NaN,NaN,NaN
LITAF,7.604073013,7.486609747,NaN,5.555307493
LIVAR,NaN,NaN,NaN,NaN
LIX1,NaN,NaN,NaN,NaN
LIX1-AS1,NaN,NaN,NaN,NaN
LIX1L,NaN,3.887333565,NaN,NaN
LIX1L-AS1,NaN,NaN,NaN,NaN
LKAAEAR1,NaN,NaN,NaN,NaN
LLCFC1,NaN,NaN,NaN,NaN
LLGL1,NaN,NaN,NaN,NaN
LLGL2,NaN,NaN,NaN,4.073004706
LLPH,5.18909905,4.512731915,NaN,NaN
LLPH-DT,NaN,NaN,NaN,NaN
LMAN1L,NaN,NaN,NaN,NaN
LMAN2L,NaN,NaN,NaN,NaN
LMBR1,NaN,NaN,NaN,4.073004706
LMBR1L,4.498409593,4.921520538,NaN,NaN
LMBRD1,4.377532637,5.403520089,NaN,5.555307493
LMBRD2,NaN,3.209317399,NaN,NaN
LMCD1,3.020160767,NaN,NaN,NaN
LMCD1-AS1,NaN,NaN,NaN,NaN
LMF1,NaN,NaN,NaN,NaN
LMF1-AS1,NaN,NaN,NaN,NaN
LMLN,NaN,NaN,NaN,NaN
LMLN-AS1,NaN,NaN,NaN,NaN
LMLN2,NaN,NaN,NaN,NaN
LMNB1,4.783593353,6.126664592,NaN,NaN
LMNB1-DT,NaN,NaN,NaN,NaN
LMNB2,2.254030097,NaN,NaN,NaN
LMNTD1,NaN,NaN,NaN,NaN
LMNTD2,NaN,NaN,NaN,NaN
LMO1,NaN,NaN,NaN,NaN
LMO2,5.207703298,5.612565577,NaN,NaN
LMO3,NaN,NaN,NaN,NaN
LMO7,NaN,3.708600027,NaN,NaN
LMO7-AS1,NaN,NaN,NaN,NaN
LMO7DN,NaN,NaN,NaN,NaN
LMOD1,NaN,NaN,NaN,NaN
LMOD2,NaN,NaN,NaN,NaN
LMOD3,NaN,NaN,NaN,NaN
LMTK2,NaN,NaN,NaN,NaN
LMTK3,NaN,NaN,NaN,NaN
LMX1A,NaN,NaN,NaN,NaN
LMX1B,NaN,NaN,NaN,NaN
LNCPRESS1,NaN,NaN,NaN,NaN
LNCPRESS2,NaN,NaN,NaN,NaN
LNCSRLR,NaN,NaN,NaN,NaN
LNP1,NaN,NaN,NaN,NaN
LNPK,4.948332694,NaN,NaN,NaN
LNX1,NaN,NaN,NaN,NaN
LNX1-AS1,NaN,NaN,NaN,NaN
LNX2,2.723158961,NaN,NaN,NaN
LOH12CR2,NaN,3.014690484,NaN,NaN
LONP1,2.96223804,3.26132932,NaN,4.073004706
LONRF2,NaN,NaN,NaN,NaN
LONRF3,NaN,NaN,NaN,NaN
LOR,NaN,NaN,NaN,NaN
LOX,NaN,NaN,NaN,NaN
LOXHD1,NaN,NaN,NaN,NaN
LOXL1,NaN,NaN,NaN,NaN
LOXL1-AS1,NaN,NaN,NaN,NaN
LOXL2,NaN,NaN,NaN,6.334217577
LOXL3,NaN,NaN,NaN,NaN
LOXL4,NaN,NaN,NaN,NaN
LPA,NaN,NaN,NaN,NaN
LPAR1,NaN,NaN,NaN,NaN
LPAR2,NaN,NaN,NaN,NaN
LPAR3,NaN,NaN,NaN,NaN
LPAR4,NaN,NaN,NaN,NaN
LPAR5,4.968022158,5.536490977,NaN,NaN
LPCAT1,2.960721856,NaN,NaN,5.555307493
LPCAT2,6.141636308,4.60578021,NaN,NaN
LPCAT3,4.863719956,4.188495755,NaN,NaN
LPCAT4,3.967205235,NaN,NaN,5.555307493
LPGAT1,6.749094255,6.014667083,NaN,NaN
LPIN1,4.628552885,NaN,NaN,5.555307493
LPIN2,3.907836732,3.213641121,NaN,4.073004706
LPIN3,NaN,NaN,NaN,NaN
LPL,NaN,NaN,NaN,5.073004706
LPO,NaN,NaN,NaN,NaN
LPP-AS1,NaN,NaN,NaN,NaN
LPP-AS2,NaN,NaN,NaN,NaN
LPXN,NaN,2.980134684,NaN,NaN
LRAT,NaN,NaN,NaN,NaN
LRCH1,NaN,NaN,NaN,NaN
LRCH2,NaN,NaN,NaN,NaN
LRCH3,5.051882903,5.555682037,NaN,5.555307493
LRCH4,4.550353777,4.09283438,NaN,NaN
LRCOL1,NaN,NaN,NaN,NaN
LRFN1,NaN,NaN,NaN,NaN
LRFN2,NaN,NaN,NaN,NaN
LRFN3,NaN,NaN,NaN,NaN
LRFN4,2.684655735,NaN,NaN,NaN
LRFN5,NaN,NaN,NaN,NaN
LRG1,NaN,NaN,NaN,NaN
LRGUK,NaN,NaN,NaN,NaN
LRIF1,4.740988777,4.801493206,NaN,NaN
LRIG1,NaN,NaN,NaN,NaN
LRIG2,NaN,NaN,NaN,5.555307493
LRIT1,NaN,NaN,NaN,NaN
LRIT2,NaN,NaN,NaN,NaN
LRIT3,NaN,NaN,NaN,NaN
LRMDA,2.44456079,NaN,NaN,NaN
LRMP,5.556513103,5.297122073,NaN,4.073004706
LRP1-AS,NaN,NaN,NaN,NaN
LRP10,6.179883883,6.481796078,NaN,4.073004706
LRP11,NaN,NaN,NaN,NaN
LRP12,NaN,NaN,NaN,NaN
LRP1B,NaN,NaN,NaN,NaN
LRP2,NaN,NaN,NaN,NaN
LRP2BP,NaN,NaN,NaN,NaN
LRP3,NaN,NaN,NaN,NaN
LRP4,NaN,NaN,NaN,NaN
LRP4-AS1,NaN,NaN,NaN,NaN
LRP5,NaN,NaN,NaN,5.555307493
LRP5L,2.664807606,NaN,NaN,NaN
LRP6,NaN,NaN,NaN,NaN
LRP8,3.840836628,NaN,NaN,NaN
LRPAP1,6.124047833,5.905907484,NaN,7.477347472
LRR1,4.324339064,3.332594693,NaN,NaN
LRRC1,NaN,3.746939765,NaN,NaN
LRRC10,NaN,NaN,NaN,NaN
LRRC10B,NaN,NaN,NaN,5.555307493
LRRC14,NaN,NaN,NaN,NaN
LRRC14B,NaN,NaN,NaN,NaN
LRRC15,NaN,NaN,NaN,NaN
LRRC17,NaN,NaN,NaN,NaN
LRRC18,NaN,NaN,NaN,NaN
LRRC19,NaN,NaN,NaN,NaN
LRRC2,NaN,NaN,NaN,NaN
LRRC2-AS1,NaN,NaN,NaN,NaN
LRRC20,NaN,NaN,NaN,NaN
LRRC23,4.736254514,NaN,NaN,NaN
LRRC24,NaN,NaN,NaN,NaN
LRRC25,NaN,3.158755573,NaN,NaN
LRRC26,NaN,NaN,NaN,NaN
LRRC27,2.780019103,NaN,NaN,NaN
LRRC28,2.867669514,3.417506404,NaN,NaN
